run_idx,k_center,E_k
0,111.2841796875,1.6585547338244768e-06
0,112.2822265625,1.674340568579193e-06
0,113.2802734375,1.6342571487166546e-06
0,114.2783203125,1.6421634445035853e-06
0,115.2763671875,1.6159023960964034e-06
0,116.2744140625,1.6392079190427205e-06
0,117.2724609375,1.6160687185917494e-06
0,118.2705078125,1.6070139150260594e-06
0,119.2685546875,1.6021695785024505e-06
0,120.2666015625,1.569152035118778e-06
0,121.2646484375,1.5315373685115707e-06
0,122.2626953125,1.5197637388747796e-06
0,123.2607421875,1.4773125683819903e-06
0,124.2587890625,1.4831963818698206e-06
0,125.2568359375,1.4559891941828163e-06
0,126.2548828125,1.4082450819308097e-06
0,127.2529296875,1.380221743778838e-06
0,128.2509765625,1.3638112383152577e-06
0,129.2490234375,1.3282382325116511e-06
0,130.2470703125,1.31538644876163e-06
0,131.2451171875,1.309305205969002e-06
0,132.2431640625,1.2804763530458833e-06
0,133.2412109375,1.2521770281247865e-06
0,134.2392578125,1.2439692868048573e-06
0,135.2373046875,1.2238220801165584e-06
0,136.2353515625,1.1842533091382177e-06
0,137.2333984375,1.187389808576648e-06
0,138.2314453125,1.1407302005813937e-06
0,139.2294921875,1.1308660626664768e-06
0,140.2275390625,1.1134387514678037e-06
0,141.2255859375,1.0764730317091047e-06
0,142.2236328125,1.0632246084805236e-06
0,143.2216796875,1.0343686445730747e-06
0,144.2197265625,1.014650328991981e-06
0,145.2177734375,9.93223977282267e-07
0,146.2158203125,9.790928704632311e-07
0,147.2138671875,9.54293348348915e-07
0,148.2119140625,9.385129766267303e-07
0,149.2099609375,9.23042448629143e-07
0,150.2080078125,9.063041991391796e-07
0,151.2060546875,8.937331692461808e-07
0,152.2041015625,8.822584898178202e-07
0,153.2021484375,8.673427171246919e-07
0,154.2001953125,8.41479157576901e-07
0,155.1982421875,8.32606030661376e-07
0,156.1962890625,8.143271612419952e-07
0,157.1943359375,7.931687518894238e-07
0,158.1923828125,7.790475153669897e-07
0,159.1904296875,7.625113261339285e-07
0,160.1884765625,8.201738392644432e-07
0,161.1865234375,7.475351290788133e-07
0,162.1845703125,7.258804221151699e-07
0,163.1826171875,7.125838765723958e-07
0,164.1806640625,7.034872302929702e-07
0,165.1787109375,6.890545186826686e-07
0,166.1767578125,6.766970607741076e-07
0,167.1748046875,6.806248673770396e-07
0,168.1728515625,6.617771455723141e-07
0,169.1708984375,6.59390708826855e-07
0,170.1689453125,6.481649142838103e-07
0,171.1669921875,6.449113932097988e-07
0,172.1650390625,6.373417958477894e-07
0,173.1630859375,6.30090491154498e-07
0,174.1611328125,6.187684323646086e-07
0,175.1591796875,6.177169171902338e-07
0,176.1572265625,6.101361502436746e-07
0,177.1552734375,6.03262719362916e-07
0,178.1533203125,6.102125918223814e-07
0,179.1513671875,6.032784188267484e-07
0,180.1494140625,6.018734995873656e-07
0,181.1474609375,5.932946835887183e-07
0,182.1455078125,5.957957151195887e-07
0,183.1435546875,5.963808292439067e-07
0,184.1416015625,5.93196580817813e-07
0,185.1396484375,5.923353748308035e-07
0,186.1376953125,5.902659601783021e-07
0,187.1357421875,5.918666128399726e-07
0,188.1337890625,5.905405731160975e-07
0,189.1318359375,5.777965451831182e-07
0,190.1298828125,5.783385903780846e-07
0,191.1279296875,5.751437155434061e-07
0,192.1259765625,5.728604466532692e-07
0,193.1240234375,5.686522294183177e-07
0,194.1220703125,5.660903953720145e-07
0,195.1201171875,5.612288624629556e-07
0,196.1181640625,5.642635264960038e-07
0,197.1162109375,5.590444497536437e-07
0,198.1142578125,5.5766197936124e-07
0,199.1123046875,5.450329858539555e-07
0,200.1103515625,5.45965683516879e-07
0,201.1083984375,5.420790527757212e-07
0,202.1064453125,5.384389137092876e-07
0,203.1044921875,5.315783037549822e-07
0,204.1025390625,5.310781725259787e-07
0,205.1005859375,5.331577915825209e-07
0,206.0986328125,5.334083027939487e-07
0,207.0966796875,5.257966284049001e-07
0,208.0947265625,5.253247288923758e-07
0,209.0927734375,5.255250281933436e-07
0,210.0908203125,5.200566323788709e-07
0,211.0888671875,5.202248249853255e-07
0,212.0869140625,5.231339634191696e-07
0,213.0849609375,5.651545738211682e-07
0,214.0830078125,5.281432944337259e-07
0,215.0810546875,5.184692867349353e-07
0,216.0791015625,5.178392626535154e-07
0,217.0771484375,5.177231647591315e-07
0,218.0751953125,5.131567594906169e-07
0,219.0732421875,5.145814017002019e-07
0,220.0712890625,5.125779692622022e-07
0,221.0693359375,5.146397692720452e-07
0,222.0673828125,5.044538021790838e-07
0,223.0654296875,5.075598133293609e-07
0,224.0634765625,4.965013906287655e-07
0,225.0615234375,4.972107958483011e-07
0,226.0595703125,4.964051719458167e-07
0,227.0576171875,4.908379619797728e-07
0,228.0556640625,4.838927034742731e-07
0,229.0537109375,4.757682067718138e-07
0,230.0517578125,4.6705875485682013e-07
0,231.0498046875,4.65926736819565e-07
0,232.0478515625,4.5880769913013516e-07
0,233.0458984375,4.5350831870456855e-07
0,234.0439453125,4.4340565783339e-07
0,235.0419921875,4.4068520078801573e-07
0,236.0400390625,4.30196387379887e-07
0,237.0380859375,4.312516370616121e-07
0,238.0361328125,4.1937062843406307e-07
0,239.0341796875,4.15278336923385e-07
0,240.0322265625,4.076621866401279e-07
0,241.0302734375,4.064892101201119e-07
0,242.0283203125,4.021450886022526e-07
0,243.0263671875,3.960562883836356e-07
0,244.0244140625,3.9469060283479635e-07
0,245.0224609375,3.882699780285227e-07
0,246.0205078125,3.8386016088341994e-07
0,247.0185546875,3.7729886445946093e-07
0,248.0166015625,3.6889514485024684e-07
0,249.0146484375,3.675420690217079e-07
0,250.0126953125,3.618149100757595e-07
0,251.0107421875,3.586088223196726e-07
0,252.0087890625,3.515503098649723e-07
0,253.0068359375,3.473013011652325e-07
0,254.0048828125,3.3869015476696213e-07
0,255.0029296875,3.370882654841101e-07
0,256.0009765625,3.3060404775365325e-07
0,256.9990234375,3.2287356128024967e-07
0,257.9970703125,3.209022474329914e-07
0,258.9951171875,3.160132488057178e-07
0,259.9931640625,3.1254791685984425e-07
0,260.9912109375,3.038831334146457e-07
0,261.9892578125,3.004360758522535e-07
0,262.9873046875,2.953758933300317e-07
0,263.9853515625,2.9003462793417545e-07
0,264.9833984375,2.845907856839454e-07
0,265.9814453125,3.173335133363694e-07
0,266.9794921875,2.818847786732224e-07
0,267.9775390625,2.7171133516996083e-07
0,268.9755859375,2.6735258096257106e-07
0,269.9736328125,2.623779474298033e-07
0,270.9716796875,2.5955623737578896e-07
0,271.9697265625,2.521261094560372e-07
0,272.9677734375,2.484807681937906e-07
0,273.9658203125,2.445983970821949e-07
0,274.9638671875,2.3877237444005256e-07
0,275.9619140625,2.3615360642043485e-07
0,276.9599609375,2.315920440176175e-07
0,277.9580078125,2.2674715659581832e-07
0,278.9560546875,2.202886999035953e-07
0,279.9541015625,2.1790739955522378e-07
0,280.9521484375,2.1349395393787576e-07
0,281.9501953125,2.0921107041709072e-07
0,282.9482421875,2.024546907652074e-07
0,283.9462890625,1.987358776847798e-07
0,284.9443359375,1.957473033930632e-07
0,285.9423828125,1.9188444838976e-07
0,286.9404296875,1.8676919252682872e-07
0,287.9384765625,1.8320309533555631e-07
0,288.9365234375,1.7859389698989242e-07
0,289.9345703125,1.7462863348249068e-07
0,290.9326171875,1.7098308920456017e-07
0,291.9306640625,1.674691546421471e-07
0,292.9287109375,1.6394552737354363e-07
0,293.9267578125,1.613646812933196e-07
0,294.9248046875,1.5766126060776807e-07
0,295.9228515625,1.550400127106405e-07
0,296.9208984375,1.515087449620879e-07
0,297.9189453125,1.4785439620244419e-07
0,298.9169921875,1.449372439203923e-07
0,299.9150390625,1.421704358218862e-07
0,300.9130859375,1.3902802143636532e-07
0,301.9111328125,1.3556578202717728e-07
0,302.9091796875,1.3259364570019292e-07
0,303.9072265625,1.297438624030574e-07
0,304.9052734375,1.2681021567515347e-07
0,305.9033203125,1.2371695446300863e-07
0,306.9013671875,1.2155855471035847e-07
0,307.8994140625,1.1806338446976912e-07
0,308.8974609375,1.1576578870848741e-07
0,309.8955078125,1.1296703098586474e-07
0,310.8935546875,1.099766857421128e-07
0,311.8916015625,1.0790974656671683e-07
0,312.8896484375,1.0509814954718783e-07
0,313.8876953125,1.0364781204786693e-07
0,314.8857421875,1.0112006403301846e-07
0,315.8837890625,9.910997466516383e-08
0,316.8818359375,9.679798101887711e-08
0,317.8798828125,9.472229799473443e-08
0,318.8779296875,1.1831867668122842e-07
0,319.8759765625,9.380274851948692e-08
0,320.8740234375,8.930257475758405e-08
0,321.8720703125,8.71603482355984e-08
0,322.8701171875,8.470358625075583e-08
0,323.8681640625,8.246668736820358e-08
0,324.8662109375,8.062905459252713e-08
0,325.8642578125,7.908805165376167e-08
0,326.8623046875,7.720599146057659e-08
0,327.8603515625,7.5549041223599e-08
0,328.8583984375,7.352736382004173e-08
0,329.8564453125,7.214509291378399e-08
0,330.8544921875,7.057254988030919e-08
0,331.8525390625,6.886710898022746e-08
0,332.8505859375,6.756435949545463e-08
0,333.8486328125,6.625359553932842e-08
0,334.8466796875,6.466826488611571e-08
0,335.8447265625,6.358924321655171e-08
0,336.8427734375,6.209052650699083e-08
0,337.8408203125,6.052403596532019e-08
0,338.8388671875,5.9423057668634584e-08
0,339.8369140625,5.8064604183001505e-08
0,340.8349609375,5.690089592138402e-08
0,341.8330078125,5.561924875976656e-08
0,342.8310546875,5.449295336682339e-08
0,343.8291015625,5.308447555894525e-08
0,344.8271484375,5.2026509135856136e-08
0,345.8251953125,5.098377237858426e-08
0,346.8232421875,4.968076408231639e-08
0,347.8212890625,4.8777382882243534e-08
0,348.8193359375,4.7643809760037014e-08
0,349.8173828125,4.669842194490789e-08
0,350.8154296875,4.5755874757400916e-08
0,351.8134765625,4.4798943786865684e-08
0,352.8115234375,4.38386621687765e-08
0,353.8095703125,4.292351602874664e-08
0,354.8076171875,4.1986173162777705e-08
0,355.8056640625,4.116978464382311e-08
0,356.8037109375,4.044031854042944e-08
0,357.8017578125,3.957651107625405e-08
0,358.7998046875,3.880252352713357e-08
0,359.7978515625,3.807651185043518e-08
0,360.7958984375,3.73185662086459e-08
0,361.7939453125,3.6508439311299335e-08
0,362.7919921875,3.5914899783259154e-08
0,363.7900390625,3.523327501951449e-08
0,364.7880859375,3.446974428323468e-08
0,365.7861328125,3.378364900046302e-08
0,366.7841796875,3.304914956912918e-08
0,367.7822265625,3.235608142710387e-08
0,368.7802734375,3.170551746793178e-08
0,369.7783203125,3.108452708642897e-08
0,370.7763671875,3.0429663984917964e-08
0,371.7744140625,4.4647187618739105e-08
0,372.7724609375,3.0144309351382464e-08
0,373.7705078125,2.9480903060378166e-08
0,374.7685546875,2.8600651936195877e-08
0,375.7666015625,2.760450639642711e-08
0,376.7646484375,2.6932268970845843e-08
0,377.7626953125,2.6361741641834708e-08
0,378.7607421875,2.5879329812655644e-08
0,379.7587890625,2.5305189315428e-08
0,380.7568359375,2.474023990349924e-08
0,381.7548828125,2.4244486465257306e-08
0,382.7529296875,2.3642988643916622e-08
0,383.7509765625,2.320120042301126e-08
0,384.7490234375,2.26801562536322e-08
0,385.7470703125,2.217993713862369e-08
0,386.7451171875,2.1771760830754226e-08
0,387.7431640625,2.1263845978011546e-08
0,388.7412109375,2.082166961094388e-08
0,389.7392578125,2.0405202495122437e-08
0,390.7373046875,1.9955367067378516e-08
0,391.7353515625,1.9528711783714643e-08
0,392.7333984375,1.9130933651193748e-08
0,393.7314453125,1.870592876618e-08
0,394.7294921875,1.8308503404418937e-08
0,395.7275390625,1.7945559344050363e-08
0,396.7255859375,1.752147513551124e-08
0,397.7236328125,1.7171689524514492e-08
0,398.7216796875,1.6777505515518166e-08
0,399.7197265625,1.6412233865358905e-08
0,400.7177734375,1.6059493671018776e-08
0,401.7158203125,1.5712811708025658e-08
0,402.7138671875,1.5369433278448287e-08
0,403.7119140625,1.5020284853756135e-08
0,404.7099609375,1.4686903352530724e-08
0,405.7080078125,1.4361790411079779e-08
0,406.7060546875,1.403191188004004e-08
0,407.7041015625,1.3709071561743322e-08
0,408.7021484375,1.3427681270974898e-08
0,409.7001953125,1.310283388000451e-08
0,410.6982421875,1.2831227641161797e-08
0,411.6962890625,1.2525356032710196e-08
0,412.6943359375,1.2236924824581781e-08
0,413.6923828125,1.1956476776565875e-08
0,414.6904296875,1.1685909267281786e-08
0,415.6884765625,1.1412080222337404e-08
0,416.6865234375,1.1143930952206426e-08
0,417.6845703125,1.0887729509304754e-08
0,418.6826171875,1.061981323039065e-08
0,419.6806640625,1.036460348974318e-08
0,420.6787109375,1.0114382781590406e-08
0,421.6767578125,9.872018823141086e-09
0,422.6748046875,9.62958047197523e-09
0,423.6728515625,9.397823537746055e-09
0,424.6708984375,1.460777428779533e-08
0,425.6689453125,9.416448216373136e-09
0,426.6669921875,8.854355595068667e-09
0,427.6650390625,8.527163339492484e-09
0,428.6630859375,8.263777242076652e-09
0,429.6611328125,7.989141571723827e-09
0,430.6591796875,7.768554273122619e-09
0,431.6572265625,7.532487173771326e-09
0,432.6552734375,7.311329503204624e-09
0,433.6533203125,7.1238782965973345e-09
0,434.6513671875,6.916941329253713e-09
0,435.6494140625,6.718391388505022e-09
0,436.6474609375,6.53492815111581e-09
0,437.6455078125,6.337174663453182e-09
0,438.6435546875,6.152158000318882e-09
0,439.6416015625,5.9704793504229925e-09
0,440.6396484375,5.79338558560655e-09
0,441.6376953125,5.6210538527477006e-09
0,442.6357421875,5.450128190405443e-09
0,443.6337890625,5.28574029898127e-09
0,444.6318359375,5.12147700892899e-09
0,445.6298828125,4.95858711775649e-09
0,446.6279296875,4.799334491175503e-09
0,447.6259765625,4.6457941527005135e-09
0,448.6240234375,4.493130998894322e-09
0,449.6220703125,4.340730567511272e-09
0,450.6201171875,4.197470194660755e-09
0,451.6181640625,4.051406445881347e-09
0,452.6162109375,3.915705159928638e-09
0,453.6142578125,3.7743816674072555e-09
0,454.6123046875,3.6410487746105054e-09
0,455.6103515625,3.5088727478839377e-09
0,456.6083984375,3.379288312892801e-09
0,457.6064453125,3.254346824986571e-09
0,458.6044921875,3.1318450531226467e-09
0,459.6025390625,3.0082485260319986e-09
0,460.6005859375,2.894699470514666e-09
0,461.5986328125,2.775798671828493e-09
0,462.5966796875,2.667087558022033e-09
0,463.5947265625,2.5552652561440727e-09
0,464.5927734375,2.4498859052462144e-09
0,465.5908203125,2.345754263880009e-09
0,466.5888671875,2.2430894238977415e-09
0,467.5869140625,2.1459159081352257e-09
0,468.5849609375,2.0516366892324265e-09
0,469.5830078125,1.957092189714851e-09
0,470.5810546875,1.865329087814434e-09
0,471.5791015625,1.7790477958752605e-09
0,472.5771484375,1.6943593683939455e-09
0,473.5751953125,1.613209283946754e-09
0,474.5732421875,1.5330821108374167e-09
0,475.5712890625,1.4544427290508834e-09
0,476.5693359375,1.3822259365734604e-09
0,477.5673828125,1.8690106861604504e-09
0,478.5654296875,1.267019081102902e-09
0,479.5634765625,1.1562600648668401e-09
0,480.5615234375,1.0865231618264079e-09
0,481.5595703125,1.0173320550880296e-09
0,482.5576171875,9.533161695030622e-10
0,483.5556640625,8.986430576215477e-10
0,484.5537109375,8.443211007104372e-10
0,485.5517578125,7.975410784708985e-10
0,486.5498046875,7.510025954680699e-10
0,487.5478515625,7.054811267674212e-10
0,488.5458984375,6.663361505550439e-10
0,489.5439453125,6.283988730801517e-10
0,490.5419921875,5.923820626466316e-10
0,491.5400390625,5.59369098404217e-10
0,492.5380859375,5.301633801416761e-10
0,493.5361328125,5.036039112249144e-10
0,494.5341796875,4.790993816794894e-10
0,495.5322265625,4.5546571921891557e-10
0,496.5302734375,4.3988341374098013e-10
0,497.5283203125,4.203893569730477e-10
0,498.5263671875,4.073402228228963e-10
0,499.5244140625,3.9677439697712297e-10
0,500.5224609375,3.878486271968167e-10
0,501.5205078125,3.815943123962966e-10
0,502.5185546875,3.582701161767833e-10
0,503.5166015625,3.107415526683641e-10
0,504.5146484375,2.7868271378586286e-10
0,505.5126953125,2.573045537518065e-10
0,506.5107421875,2.3984928101486454e-10
0,507.5087890625,2.2546587596896674e-10
0,508.5068359375,2.1144830080293626e-10
0,509.5048828125,1.9774436671008186e-10
0,510.5029296875,1.8694581951323508e-10
0,511.5009765625,1.7611230469217381e-10
1,1.4990234375,0.0008273306334627386
1,2.4970703125,0.0016526970247099531
1,3.4951171875,0.0009280987835749718
1,4.4931640625,0.0005884696575044389
1,5.4912109375,0.00036934732145103806
1,6.4892578125,0.00024443096685958124
1,7.4873046875,0.00019687107351718918
1,8.4853515625,0.00019326835697713795
1,9.4833984375,0.00012441193638501477
1,10.4814453125,9.464276716700869e-05
1,11.4794921875,8.273714919168134e-05
1,12.4775390625,7.263945160440476e-05
1,13.4755859375,6.822240505977913e-05
1,14.4736328125,6.585307186925963e-05
1,15.4716796875,6.227863498295134e-05
1,16.4697265625,5.139648833119841e-05
1,17.4677734375,4.8251383588422456e-05
1,18.4658203125,3.7147830731675394e-05
1,19.4638671875,3.4287460901044014e-05
1,20.4619140625,2.725392384736131e-05
1,21.4599609375,2.2762773721767106e-05
1,22.4580078125,2.1963727778621953e-05
1,23.4560546875,2.0621754105933563e-05
1,24.4541015625,1.7664074677431447e-05
1,25.4521484375,1.691776721186685e-05
1,26.4501953125,1.727760374891998e-05
1,27.4482421875,1.6503098428389416e-05
1,28.4462890625,1.6271220907808306e-05
1,29.4443359375,1.6186629662919495e-05
1,30.4423828125,1.6109207732119867e-05
1,31.4404296875,1.5191446935437285e-05
1,32.4384765625,1.4454329131420962e-05
1,33.4365234375,1.4020992128979303e-05
1,34.4345703125,1.1906927222777209e-05
1,35.4326171875,1.1877073131188913e-05
1,36.4306640625,1.0545541112063448e-05
1,37.4287109375,1.0218308713760159e-05
1,38.4267578125,9.24476790357965e-06
1,39.4248046875,8.701448935092175e-06
1,40.4228515625,8.243099570721406e-06
1,41.4208984375,7.98060221754334e-06
1,42.4189453125,7.762172509618504e-06
1,43.4169921875,6.882680924984468e-06
1,44.4150390625,7.024995811590309e-06
1,45.4130859375,6.524595385269506e-06
1,46.4111328125,6.3652546910638976e-06
1,47.4091796875,6.4208572039875105e-06
1,48.4072265625,6.74982028970742e-06
1,49.4052734375,6.829103783972855e-06
1,50.4033203125,6.704189724902568e-06
1,51.4013671875,6.692088466809248e-06
1,52.3994140625,6.728383886938706e-06
1,53.3974609375,6.6463953146699134e-06
1,54.3955078125,6.660699845052826e-06
1,55.3935546875,7.0158254708449705e-06
1,56.3916015625,7.048241138708409e-06
1,57.3896484375,6.676865437745481e-06
1,58.3876953125,6.647585308181959e-06
1,59.3857421875,6.1895795117674185e-06
1,60.3837890625,6.2575246682835976e-06
1,61.3818359375,5.640485420209682e-06
1,62.3798828125,5.4135280379557216e-06
1,63.3779296875,4.984666994228881e-06
1,64.3759765625,5.06637372740478e-06
1,65.3740234375,4.761751375204796e-06
1,66.3720703125,4.479112782930722e-06
1,67.3701171875,4.195482787637626e-06
1,68.3681640625,3.968935955607946e-06
1,69.3662109375,3.875978585470566e-06
1,70.3642578125,3.630807690025261e-06
1,71.3623046875,3.422794404489141e-06
1,72.3603515625,3.399826207507839e-06
1,73.3583984375,3.1543972875894602e-06
1,74.3564453125,3.036056814349784e-06
1,75.3544921875,2.910631317111162e-06
1,76.3525390625,2.856289897472402e-06
1,77.3505859375,2.6958145615297343e-06
1,78.3486328125,2.597706031212101e-06
1,79.3466796875,2.5035750892009452e-06
1,80.3447265625,2.391638338799718e-06
1,81.3427734375,2.2537062987375564e-06
1,82.3408203125,2.1422144451079745e-06
1,83.3388671875,2.1250734381698663e-06
1,84.3369140625,2.0212734373079525e-06
1,85.3349609375,2.0103563490715965e-06
1,86.3330078125,1.954153953844458e-06
1,87.3310546875,1.9404003583272943e-06
1,88.3291015625,1.8865916085199134e-06
1,89.3271484375,1.8624390835070527e-06
1,90.3251953125,1.8357882050125612e-06
1,91.3232421875,1.8105667321123465e-06
1,92.3212890625,1.8219506514422225e-06
1,93.3193359375,1.7706524634858643e-06
1,94.3173828125,1.7903156614155042e-06
1,95.3154296875,1.7774391196953648e-06
1,96.3134765625,1.827866742736496e-06
1,97.3115234375,1.7722705579695567e-06
1,98.3095703125,1.7584522878116986e-06
1,99.3076171875,1.769852846737758e-06
1,100.3056640625,1.7192589469379725e-06
1,101.3037109375,1.7670235019544043e-06
1,102.3017578125,1.7351144015038243e-06
1,103.2998046875,1.7979006901522543e-06
1,104.2978515625,1.7786962426595847e-06
1,105.2958984375,1.777034020208117e-06
1,106.2939453125,1.7810576214292853e-06
1,107.2919921875,1.791152365194495e-06
1,108.2900390625,1.7879457943318315e-06
1,109.2880859375,1.7476944258053043e-06
1,110.2861328125,1.7365937642382395e-06
1,111.2841796875,1.7113496126113727e-06
1,112.2822265625,1.7092799656648713e-06
1,113.2802734375,1.6812966916136704e-06
1,114.2783203125,1.7040563680688579e-06
1,115.2763671875,1.6694311942045143e-06
1,116.2744140625,1.699696703562496e-06
1,117.2724609375,1.6908759195155233e-06
1,118.2705078125,1.6654106414663337e-06
1,119.2685546875,1.6659632732259247e-06
1,120.2666015625,1.6546654641629148e-06
1,121.2646484375,1.6153900584363926e-06
1,122.2626953125,1.5789057217657533e-06
1,123.2607421875,1.5257226773623787e-06
1,124.2587890625,1.5133059991350571e-06
1,125.2568359375,1.470902706122628e-06
1,126.2548828125,1.4360495182755971e-06
1,127.2529296875,1.4383174603141811e-06
1,128.2509765625,1.437013529139943e-06
1,129.2490234375,1.4063706117058508e-06
1,130.2470703125,1.3773786664241205e-06
1,131.2451171875,1.3612904217595282e-06
1,132.2431640625,1.3220549986751507e-06
1,133.2412109375,1.3109852245481576e-06
1,134.2392578125,1.2890825829400024e-06
1,135.2373046875,1.2781218647752344e-06
1,136.2353515625,1.2350525030739816e-06
1,137.2333984375,1.2311649449463101e-06
1,138.2314453125,1.1921947419518595e-06
1,139.2294921875,1.1743511056625313e-06
1,140.2275390625,1.1486506729548775e-06
1,141.2255859375,1.1150270814322706e-06
1,142.2236328125,1.1113283252481713e-06
1,143.2216796875,1.091272857814866e-06
1,144.2197265625,1.0817375355343963e-06
1,145.2177734375,1.0466201676422533e-06
1,146.2158203125,1.0436883850117928e-06
1,147.2138671875,1.0136295639947488e-06
1,148.2119140625,1.0016695734967551e-06
1,149.2099609375,9.81352381169559e-07
1,150.2080078125,9.620077706446758e-07
1,151.2060546875,9.436957775011561e-07
1,152.2041015625,9.305231177288064e-07
1,153.2021484375,9.047526333958733e-07
1,154.2001953125,8.880840109889019e-07
1,155.1982421875,8.563273287842516e-07
1,156.1962890625,8.455814903130792e-07
1,157.1943359375,8.347678243712067e-07
1,158.1923828125,8.301519071670252e-07
1,159.1904296875,8.230790578348635e-07
1,160.1884765625,8.78762076618018e-07
1,161.1865234375,8.173959558249645e-07
1,162.1845703125,7.991497242870633e-07
1,163.1826171875,7.917651983079443e-07
1,164.1806640625,7.92329636325073e-07
1,165.1787109375,7.880888686068682e-07
1,166.1767578125,7.762675604820818e-07
1,167.1748046875,7.677699580706194e-07
1,168.1728515625,7.410705655785726e-07
1,169.1708984375,7.35671779510131e-07
1,170.1689453125,7.19177877321831e-07
1,171.1669921875,7.090981616395397e-07
1,172.1650390625,7.003346406880565e-07
1,173.1630859375,6.901374994951692e-07
